source_code_description,concept_name
AMPLATZ EXTRA STIFF WIRE GUIDE-TQT POLTVINYLCHLORIDE COOK INCORPORATED ,Catheter guide wire
AMPLATZ EXTRA STIFF GUIDE WIRE 200CM TEFLON COATED COOK ,Peripheral vascular guidewire
THSCF-35-260-BH-AES,Guide wire
" AQUATRACK HYDROPHILIC GUIDE WIRE 201CM NITINOL NITINOL DEVICE AND COMPONENTS, INC. ",Guide wire
LUNDERQUIST WIRE GUIDES 201CM 4159813,Device
CHOICE PTCA wire,Guide wire
" PTCA STABILIZER G W,EXCHANGE ",Guide wire
HIGHTORQUE STANDARD WIRE ACS 0.014 J 175,Guide wire
PTCA GUIDE WIRE 0.014,Guide wire
" ASAHI PTCA GW AG, AGH, AGP ",Guide wire
RUN THROUGH PLATINUM NICKELL PTEE TERUMO ," Cardiac catheter guidewire, single-use "
WHISPER G W GUIDANT ,Guide wire
PT2 PTCA G W,Guide wire
HI-TORQUE BMW GUIDE WIRE,Guide wire
RUNTHROUGH NS PTCA GUIDE WIRE ,Guide wire
" HI-TORQUE BALANCE MIDDLE WEIGHT UNIVERSAL GUIDE WIRE STAINLESS STEEL ,NICKEL-TITANIUM ABBOTT VASCULAR CARDIAC THERAPIES "," Cardiac catheter guidewire, single-use "
QUICK SILVER-14 GUIDE WIRE 014 X175CM,Guide wire
" SYNCHRO NEURO GUIDE WIRE 200CM 300CM STAINLESS STEEL PLATINUM,TUNGSTEN COIL NITINOL TUBE STRYKER NEUROVASCULAR "," Endotherapy guidewire, reusable "
Transend wire,Guide wire
" MICROFERRET G W 175CM POLYETHYLENE WITH HYDROPHILIC COATING, RADIOPAQUE MARKER WILLIAM COOK ",Guide wire
PERIPHERAL GW,Guide wire
EZ GUIDE WIRE 190CM NITINOL PLATINUM S G BIOTECH ,Peripheral vascular guidewire
MEISTER,Guide wire
INTRA-OP GUIDE WIRE,Guide wire
" STRAIGHT SAFETY GUIDE WIRE TFE COATED STAINLESS STEEL, HYDROPHILIC COATING COOK UROLOGICAL ",Non-vascular guidewire
AMPLATZ FIXED CORE WIRE GUIDE STAINLESS STEEL COOK INCORPORATED ,Non-vascular guidewire
QUINTON GUIDE WIRE,Guide wire
" HEMODIALYSIS GUIDE WIRE MC STAINLESS STEEL MEDCOMP,INC "," Peripheral vascular guidewire, powered "
GAMBRO GUIDE WIRE STAINLESS STEEL JOKA KATHETERTECHNIK GMBH ," Peripheral vascular guidewire, powered "
PRO-NEO - BIO PROTECH INC ,Neonatal electrocardiographic electrode
" OPTICAL DISK 2.6GB - GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC ",Patient health record information system
DERMATOME BLADE STAINLESS STEEL AESCULAP AG CO KG ,Dermatotome
STERILE DERMATOME BLADES STAINLESS STEEL INTEGRA LIFESCIENCES CORPORATION ,Skin graft material
SKINGrAFT DERMACARRIER 9 TO 1,Surgical mesh
MESHGRAFT DERMACARRIES 1.5:1,Surgical mesh
CINE FILM 35MM 250FT,Cine diagnostic-imaging photographic film
" 18CM X 24CM - CARESTREAM HEALTH, INC ",X-ray film
 18CM X 24CM FUJI ,Medical x-ray film
" 14 X 17 - CARESTREAM HEALTH, INC ",Medical x-ray film
 14 X 17 AGFA HEALTHCARE N.V. ,Medical x-ray film
 C-T 8 X 10 KONICA ,Medical x-ray film
 CT film 8 10 ,X-ray film
FILM HR-G 14 17 ,X-ray film
FILM HR-G 14 14 ,X-ray film
" - CARESTREAM HEALTH, INC ",Medical x-ray film
 - POLAROID ,Surgical camera film
 - KODAK ,Surgical camera film
 DRY LASER FILM:TM1 B C 14 X 17 PET AGFA HEALTHCARE N.V. ,Medical x-ray film
PAPER COLOR PRINTER UPP5010A,Paper plastic sheet guillotine
" HEMOVAC 100 - ZIMMER SURGICAL,INC "," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
BAROVAC-SS 400cc 4.8 100,Drainage bag
MED-VAC 100 - HYUP SUNG ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
ID-VAC 100 TUBE-SILICONE IN SUNG ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
" GREEN VAC 200ML POLYCARBONATE SANG-A FRONTEC CO.,LTD "," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
HEMOVAC 200 - ZIMMER ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
BAROVAC-SS JP 4.8 200ML,Drainage bag
DISPOSABLE PNEUMATIC VITRECTOME-20G 1267TTCD ,Vitrectomy system micro-cutting unit
EASYVAC 200 SILICONE LEADERSMD ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
" M-VAC 100ML SILICONE,PVC MOOHAN "," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
BAROVAC-SS400ML 24FR ,Wound drainage bag
EZ VAC 500,Drainage bag
BAROVAC-PS400L,Drainage bag
HEMOVAC 15FR. 400ML,Drainage bag
" THORACIC CATHTER CHEST TUBE 32FR, RT ",Chest drain
Trocar Catheter 12Fr. ,Chest drain
REDOVAC 400 - B.BROWN ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
CAREVAC 400 PVC LEADERSMD ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
CHEST BOTTLE B TYPE PENDA ,Water seal drainage container and tubing for use with implanted chest tube
Chest Bottle C-Type 2BOTTLE ,Aspirator collection bottle
URINE BAG PVC HYUP SUNG MEDICAL ,Urinary collection bag
URINE BAG PVC JIANGSU CHANGSHU MEDICAL ,Urinary collection bag
CHEST BOTTLE A TYPE - HA-JIN ,Suction system bottle
URINE BAG PVC HA-JIN ,Urinary collection bag
MINI VACUUM DRAINAGE SYSTEM 100ML SILICONE SEWOON MEDICAL ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
URINE BAG PVC JIANGSU CHANGSHU MEDICAL ,Urinary collection bag
URINE HOURLY BAG PVC SOLCO BIOMEDICAL ,Urinary collection bag
URINE HOURLY BAG PVC HA-JIN ,Urinary collection bag
ENDOTRACHEAL TUBE CUFF 8.5MM ,Endotracheal tube cuff
ENDOTRACHEAL TUBE CUFF 8.0 ,Endotracheal tube cuff
TAPERGUARD E-TUBE CUFFED 8.5,Endotracheal tube cuff
WIRE TUBE REINFORCED CUFFED 118-80,Armored endotracheal tube
ENDOTRACHEAL TUBES ENDOSOFT-PLUS CUFF PVC UNOMEDICAL SDN.BHD. ,Endotracheal tube cuff
WIRE TUBE SHERIDAN CUFFED 8.5MM NASAL ORAL,Armored endotracheal tube
" SAFETY-FLEX REINFORCED TRACHEAL TUBE CUFFED TYPE PVC, STAINLESS STEEL MALLINCKRODT MEDICAL INC "," Reinforced endotracheal tube, single-use "
ENDOTRACHEAL TUBE WIRE REINFORCED SILICONE WITH CUFF SILICONE STAINLESSSTEEL WIRE SE-WOON ," Reinforced endotracheal tube, single-use "
ENDOTRACHEAL TUBE RAE. ORAL CUFFED PREFORMED 8.0,Oral RAE endotracheal tube
ENDOTRACHEAL TUBE WIRE REINFORCED SILICONE UNCUFF PVC COVIDIEN LLC ," Reinforced endotracheal tube, single-use "
NORTH NASAL POLAR TUBE 7.5 CUFF,Armored endotracheal tube
TRACHEAL TUBE UNCUFFED PVC TELEFLEX MEDICAL ,Tracheal tube
" SUCTION TUBE CATHETER PVC PACIFIC HOSPITAL SUPPLY CO.,LTD ",Closed-circuit suction catheter
AEROSOL MASK PVC TELEFLEX MEDICAL ," Aerosol mask, used with dme nebulizer "
NEBULIZER KIT,Nebulizer
DISPO.NEBLIZER KIT,Nebulizer
" DISPOSABLE NEBULIZER AEROSOL MASK WITHOUT TUBE 8100,1120 SERIES PP SALTER LABS "," Aerosol mask, used with dme nebulizer "
NEBULIZER KIT PVC RESIN MOWMEDICAL ,Nebulizing system tubing set
DISPOSABLE JET NEBULIZER POLYPROPYLENE HSINER ,Nebulizing system tubing set
AEROSOL MASK PVC RESIN MOWMEDICAL ," Aerosol mask, used with dme nebulizer "
NEBULIZER KIT POLYPROPYLENE ETHYLENE CO-POLYMER SALTERL ABS ,Nebulizing system tubing set
PEDIATRIC DRAGON AEROSOL MASK DL1050 PVC SUNRISE MEDICAL HHG INC ," Aerosol mask, used with dme nebulizer "
" TRACHEOSTOMY TUBE, DOUBLE CANNULA, FENESTRATED TYPE PVC SENKO MEDICAL INSTRUMENT MFG. CO., LTD ",Tracheostomy tube
TRACHEOSTOMY TUBE UNCUFFED PLAIN 3.5,Tracheostomy tube
KOKEN DOUBLE TUBE 9MM,Tracheostomy tube
TRACOE VARIO LOW PRESSURE CUFFED TRACHEOSTOMY TUBE WITH ADJUSTABLE NECK FLANGE CUFFED POLYURETHANE TRACOE MEDICAL GMBH ,Tracheostomy tube
SPEAKING TUBE 9.0,Tracheostomy tube cuff
TEFLON TRACHEAL CANNULA WITH SPEECH VALVE TEFLON SE-WOON ,Tracheostomy tube speech valve
" TRACHEOSTOMY TUBE, VOCALAID PVC SENKO MEDICAL INSTRUMENT MFG. CO., LTD ",Tracheostomy tube
TRACHEOSTOMY TUBE CUFFED 5.5MM ,Tracheostomy tube cuff
UNIVENT TUBE SILICONE FUJI ,Endotracheal tube with bronchial blocker
" BRONCHO CATHETER PU PVC,PU COVIDIEN LLC. ",Bronchial balloon catheter
HUMAN BRONCHO CATHETER SILICONE IN SUNG ,Bronchial balloon catheter
" ALL SILICONE FOLEY CATHETER 2WAY SILICONE WELL LEAD MEDICAL CO.,LTD "," Indwelling catheter, foley type, two-way, all silicone, each "
" FOLEY BALLOON CATHETER 2WAY SILICONE DALIAN CREATE MEDICAL PRODUCTS CO., LTD "," Indwelling catheter, foley type, two-way, all silicone, each "
BIOCATH FOLEY CATHETER 2WAY LATEX WITH SILICONE BARD ," Indwelling catheter, foley type, two-way, all silicone, each "
URO FOLEY CATHETER 3WAY -24FR," Indwelling catheter foley type, three way for continuous irrigation, each "
BIOCATH FOLEY CATHETER 3WAY LATEX WITH SILICONE BARD ," Indwelling catheter foley type, three way for continuous irrigation, each "
S.E.C SILICONE ELASTOMER FOLEY CATHETER 2WAY SILICONE ELASTOMER BONDING UNOMEDICAL SDN.BHD. ," Indwelling catheter, foley type, two-way, all silicone, each "
LATEX FOLEY BALLOON CATHETER 2WAY LATEX WITH SILICONE ELASTOMER COATING QUINDAO SEWOON MEDICAL ," Indwelling catheter foley type, two-way latex with coating teflon, silicone, silicone elastomer, or hydrophilic, etc. , each "
S.E.C SILICONE ELASTOMER FOLEY CATHETER 3WAY SILICONE ELASTOMER BONDING UNOMEDICAL SDN.BHD. ," Indwelling catheter foley type, three way for continuous irrigation, each "
ANTIBACTERIAL FOLEY CATHETER 20FR," Indwelling catheter, foley type, two-way, all silicone, each "
SUPRAPUBIC CATHETER - YU SIN ,Suprapubic catheter
UREAN POLYPROPYLENE RAPMEDICARE ," Repair device, urinary, incontinence, with sling graft "
TVT TAPE,Female-incontinence vaginal insert
A.M.I.TOA SLING MONOFILAMENT POLYPROPYLENE A.M.I.GMBH ," Repair device, urinary, incontinence, with sling graft "
TVT-OBTURATOR,Female-incontinence vaginal insert
GAUZE 10CMX20CM 12P COTTON DONG-A HEALTH CARE ,Gauzes
" GAUZE 3HO,45CMX3600CM COTTON DONG-A HEALTH CARE ",Gauzes
" GAUZE 3HO, 2 X 2 8P COTTON SIB JA SUNG ",Gauzes
 4X4 4 ,Gauzes
" GAUZE 3HO, 4 X 4 9P COTTON SIB JA SUNG ",Gauzes
GAUZE-8 12 8P,Gauzes
" GAUZE 7HO, 20CM X 45CM COTTON PANAMEDIC MEDICAL PRODUTS CO.,LTD ",Gauzes
" GAUZE 3HO,15CMX10CM 8P COTTON TAIZHOU JINHONG MEDICAL CO.,LTD ",Gauzes
" GAUZE 3HO, 4 X 4 8P COTTON SOOSUNG ",Gauzes
" GAUZE 3HO,15CM X 20CM X 16P COTTON HO SUNG ",Gauzes
 3 5CM X 5CM 8P COTTON WINNERINDUSTRIES SHENZHEN ,Gauzes
TEGADERM 20CM X 30CM POLYURETHANE ACRYLATE 3M ,Polyurethane foam sterile film dressing
" GAUZE 3HO, 20CM X 20CM COTTON HANIL MEDICAL ",Gauzes
OP SITE 10CM X 14CM POLYURETHANE ACRYLATE SMITH NEPHEW ,Polyurethane foam sterile film dressing
 22CM X 30CM COTTON HUBEI QIANJIANG KINGPHAR MEDICAL MATERIAL CO. LTD ,Gauzes
 6 X 8 16P COTTON HUBEI QIANJIANG KINGPHAR MEDICAL MATERIAL CO. LTD ,Gauze swab
OPSITE FLEXIGLID 6CM 7CM," Transparent film, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing "
OPSITE FLEXIGLID 10CM 12CM," Transparent film, sterile, more than 48 sq. in., each dressing "
OPSITE FLEXIGLID 15CM 20CM," Transparent film, sterile, more than 48 sq. in., each dressing "
OP SITE IV 3000 6CM X 8.5CM POLYURETHANE ACRYLATE SMITH NEPHEW ,Polyurethane foam sterile film dressing
P-1515 ARCBAN 15 15CM,Gauzes
P-3535 ARCBAN 35 35CM," Transparent film, sterile, more than 48 sq. in., each dressing "
SURGIFIX- 5-5.5,Elastic bandage
 7.5CM X 900CM COTTON DONG-A HEALTH CARE ,Elastic bandage
 7.5CM X 900CM COTTON HO SUNG ,Elastic bandage
SURGINET 6 8 WON MEDICAL ,Elasticated net tubular stockinette
 3 7.5CM X 540CM COTTON HUBEI QIANJIANG KINGPHAR MEDICAL MATERIAL CO.LTD ,Elastic bandage
 5CM X 540CM COTTON HO SUNG ,Elastic bandage
 15CM X 215CM COTTON SHIN HAN ,Elastic bandage
 ELASTIC BANDAGE 6 ,Elastic bandage
 15CM X 215CM COTTON SEOUNGSIPJA ,Elastic bandage
 15CM X 215CM COTTON KUK JEA ,Elastic bandage
" 15CM X 215CM COTTON ZHANGJIAGANG EL.MEDICINES AND HEALTH PRODUCTS CO.,LTD ",Elastic bandage
 15CM X 215CM COTTON HANIL MEDICAL ,Elastic bandage
 ELASTIC BANDAGE 4 ,Elastic bandage
 15CM X 215CM DONG-A HEALTH CARE ,Elastic bandage
ELASTIC BANDAGE 4,Elastic bandage
 10CM X 215CM COTTON KUK JEA ,Elastic bandage
 10CM X 215CM COTTON DAE MYUNG ,Elastic bandage
 15CM X 215CM COTTON KUK JEA ,Elastic bandage
 10CM X 215CM COTTON SOOSUNG ,Elastic bandage
 15CM X 215CM COTTON Q Q PHARM ,Elastic bandage
 10CM X 215CM COTTON HANIL MEDICAL ,Elastic bandage
 15CM X 215CM COTTON SU KANG MEDICA.LTD ,Elastic bandage
 10CM X 215CM COTTON SHIN HAN ,Elastic bandage
 10CM X 215CM SOOSUNG ,Elastic bandage
 7.5CM X 215CM COTTON SHIN HAN ,Elastic bandage
 10CM X 215CM COTTON DONG SEO ,Elastic bandage
 7.5CM X 215CM COTTON SEOUNGSIPJA ,Elastic bandage
 7.5CM X 215CM COTTON KUK JEA ,Elastic bandage
 7.5CM X 215CM COTTON DAE MYUNG ,Elastic bandage
 7.5CM X 215CM COTTON HANIL MEDICAL ,Elastic bandage
 7.5CM X 215CM DONG-A HEALTH CARE ,Elastic bandage
 5CM X 215CM COTTON DONG SEO ,Elastic bandage
 7.5CM X 215CM COTTON KUK JEA ,Elastic bandage
 7.5CM X 215CM COTTON Q Q PHARM ,Elastic bandage
 5CM X 215CM COTTON DONG-A HEALTH CARE ,Elastic bandage
 5CM X 215CM COTTON HANIL MEDICAL ,Elastic bandage
 ELASTIC BANDAGE 2 ,Elastic bandage
 5CM X 215CM COTTON KUK JEA ,Elastic bandage
" 5CM X 215CM ANJI ANSHEN SURGICAL DRESSING CO., LTD ",Elastic bandage
ELASTIC BANDAGE 2,Elastic bandage
ELA BAND 3 ,Elastic bandage
ELA BAND 6 ,Elastic bandage
ALBAHEALTH C.A.R.E ANTI-EMBOLISM STOCKINGS THIGH-LENGTH STOCKINGS NYLON POLYURETHANE ALBAHEALTH L.L.C ," Surgical stockings thigh length, each "
ABDOMINAL BAND XL,Abdominal binder
 CAST BANDAGE 4 4 NOK SAN ," Cast supplies e.g., plaster "
" - - ZHANGJIAGANG CITY PERSONAL PROTECTIVE EQUIPMENT CO.,LTD ",Abdominal binder
 CAST BANDAGE 6 ,Cast
 CAST BANDAGE 6 6 NOK SAN ," Cast supplies e.g., plaster "
NEW YOGIPS SHORT ARM HSA-420 N ,Short arm splint
NEW YOGIPS SHORT LEG HSL-620 N ,Short leg splint
NEW YOGIPS LONG LEG HLL-720 N ,Long leg splint
PRE-MOLD SPLINT SHORT ARM PMSA-003 POLYESTER DONGHEA ,Short arm splint
PRE-MOLD SPLINT LONG ARM PMLA-005 POLYESTER DONGHEA ,Long arm splint
NEW PRE-MOLD SPLINT SHORT LEG POLYESTER DONGHAE ,Short leg splint
NEW YOGIPS-SHORT ARM HSA-320 N ,Short arm splint
NEW YOGIPS LONG LEG HLL-740 N ,Long leg splint
" SMART SPLINT SHORT ARM , SM MEDICAL ",Short arm splint
" SMART SPLINT SHORT LEG , SM MEDICAL ",Short leg splint
" SCOTCHCAST ONE STEP SPLINT 2 X10 FIBERGLASS POLYURETHANE HUREV CO., LTD. "," Special casting material e.g., fiberglass "
DUK-IN S-SPLINT PRE CUT TYPE 3 12,Cast splint
" SPLINT, SCOTCHCAST ONE-STEP 3 X12 FIBERGLASS POLYURETHANE 3M "," Special casting material e.g., fiberglass "
DUK-IN S-SPLINT PRE CUT TYPE 3 35,Cast splint
" SCOTCHCAST ONE STEP SPLINT 3 X35 FIBERGLASS POLYURETHANE HUREV CO., LTD. "," Special casting material e.g., fiberglass "
GR-2000 SPLINT 3 35 LONG ARM ,Long arm splint
" SMILE SPLINT 4 X 30 , 4 X 34 , 3 X 40 BL TECH "," Cast supplies, for unlisted types and materials of casts "
 SMILE SPLINT 3 X 35 BL TECH ," Cast supplies, for unlisted types and materials of casts "
DUK-IN S-SPLINT PRE CUT TYPE 4 15,Cast splint
" SCOTCHCAST ONE STEP SPLINT 4 X15 FIBERGLASS POLYURETHANE HUREV CO., LTD. "," Special casting material e.g., fiberglass "
" SMILE SPLINT 4 X 15 , 4 X 18 BL TECH "," Cast supplies, for unlisted types and materials of casts "
 ONE SPLINT 4 X 30 NARIN ," Special casting material e.g., fiberglass "
 NHPS SPLINT 4 X 34 ,Splint
" SPLINT,SCOTCHCASTONE-STEP 5 X30 FIBERGLASS POLYURETHANE 3M "," Special casting material e.g., fiberglass "
" SCOTCHCAST ONE STEP SPLINT 5 X30 FIBERGLASS POLYURETHANE HUREV CO., LTD. "," Special casting material e.g., fiberglass "
 ROBOSPLINTONESTEP 5 X30 POLYESTER POLYURETHANE S F ," Cast supplies, for unlisted types and materials of casts "
 ONE SPLINT 5 X 30 NARIN ," Special casting material e.g., fiberglass "
" SMILE SPLINT 5 X 30 , 5 X 34 , 6 X 30 , 6 X 34 BL TECH "," Cast supplies, for unlisted types and materials of casts "
DUK-IN S-SPLINT PRE CUT TYPE 5 45,Cast splint
" SPLINT, SCOTCHCAST ONE-STEP 5 X 45 FIBERGLASS POLYURETHANE 3M "," Special casting material e.g., fiberglass "
" SCOTCHCAST ONE STEP SPLINT 5 X45 FIBERGLASS POLYURETHANE HUREV CO., LTD. "," Special casting material e.g., fiberglass "
 NHPS SPLINT 5 X 50 ,Splint
" SMILE SPLINT 5 X 45 , 5 X 50 BL TECH "," Cast supplies, for unlisted types and materials of casts "
 PHIL SPLINT 6 X 45 FIBERGLASS POLYURETHANE MIKA ," Special casting material e.g., fiberglass "
 OPTIMASPLINT ROLLTYPE 2 X450CM FIBERGLASS POLYURETHANE JOIN ENTERPRISE ," Special casting material e.g., fiberglass "
 DUK-INS-SPLINT 3 X450CM FIBERGLASS POLYURETHANE DUK-IN ," Special casting material e.g., fiberglass "
" FREELENGTHSPLINT 3 X450CM FIBERGLASS POLYURETHANE HUREV CO., LTD. ",Splint
 OPTIMASPLINT ROLLTYPE 3 X450CM FIBERGLASS POLYURETHANE JOIN ENTERPRISE ," Special casting material e.g., fiberglass "
 OPTIMASPLINT ROLLTYPE 4 X450CM FIBERGLASS POLYURETHANE JOIN ENTERPRISE ," Special casting material e.g., fiberglass "
 OPTIMASPLINT ROLLTYPE 5 X450CM FIBERGLASS POLYURETHANE JOIN ENTERPRISE ," Special casting material e.g., fiberglass "
 BS SPLINT 5 X 450CM OS MEDICAL ,External spinal fixation system
 OPTIMASPLINT ROLLTYPE 6 X450CM FIBERGLASS POLYURETHANE JOIN ENTERPRISE ," Special casting material e.g., fiberglass "
" FREE LENGTH SPLINT 6 X450CM FIBERGLASS POLYURETHANE HUREV CO., LTD. ",Splint
 SCOTCHCAST 2 3M ," Special casting material e.g., fiberglass "
 PHILCAST 2 MIKA ," Special casting material e.g., fiberglass "
 NHC CAST 2 BL TECH ," Special casting material e.g., fiberglass "
 PHILCAST 3 MIKA ," Special casting material e.g., fiberglass "
GR-2001 CAST 3 ,Cast
PERFIX PLUG POLYPROPYLENE DAVOL INC ,Hernia surgical mesh
MODIFIED KUGEL HERNIA PATCH,Hernia surgical mesh
HEMODIALYSIS DUAL LUMEN CATHETER POLY-URETHANE BARD REYNOSA ," Hemodialysis catheter, implantable "
MAHURKAR DOUBLE LUMAN CATHETER,Hemodialysis catheter
" DOUBLE LUMEN CATHETER XTP POLYURETHANE MEDCOMP,INC "," Hemodialysis catheter, implantable "
TENCKOFF CATHETER 10888-003 42CM,Tenckhoff catheter
TENCKHOFF CATHETER FRESENIUS AG ,Tenckhoff catheter
CURL CATHETER 62CM,Peritoneal dialysis catheter
Swwanneck Catheter Coil,Tenckhoff catheter
CATHETER ADAPTER LUER-LOCK PVDF FRESENIUS AG ," Catheter adaptor, general-purpose "
TRANSFER KIT 5C4160 1 ,Continuous ambulatory peritoneal dialysis CAPD transfer set
C.A.P.D TRANSFER SET 6MONTHS PVC GAMBRO ,Peritoneal dialysis system tubing set
PRISMA ST100 SET CVVH ,Hemofilter
" PRISMAFLEX ST SET CVVH ACRYLONITRILE,SODIUM METHALLYL SULFONATE COPOLYMER POLYETHYLENEIMINE ST AGENT GAMBRO INDUSTRIES ",Hemodialysis system plasma filtration unit
" PRISMAFLEX HF20 SET POLYCARBONATE,POLYURETHANE GAMBRO INDUSTRIES "," Hemodialysis tubing set, single-use "
MULTIFILTRATE KIT 7 HV CVVH 1000 POLYSULFONE FRESENIUS MEDICAL CARE AG FRESENIUS MEDICAL CARE GMBH SISTER S.P.A ,Hemofiltration system
MULTIFILTRATE KIT 9 CVVH 1000 POLYSULFONE FRESENIUS MEDICAL CARE AG FRESENIUS MEDICAL CARE GMBH SISTER S.P.A ,Hemofiltration system
MULTIFILTRATE KIT 4 CVVHDF 600 POLYSULFONE FRESENIUS MEDICAL CARE AG FRESENIUS MEDICAL CARE GMBH SISTER S.P.A ,Hemofiltration system
ESP PLASMA SET HAEMONETICS ," Apheresis system filter, plasma "
OPEN SYSTEM APHERESIS KIT - FENWAL ,Apheresis kit
HEMODIALYSIS GUIDE WIRE,Guide wire
ZEBRA GUIDE WIRE,Guide wire
KINK RESISTANT GUIDE WIRE NITINOL NITINOL MTW ENDOSKOPIE ,Non-vascular guidewire
PRECURSOR ENDOJAG GUIDE WIRE,Guide wire
 HYGIACAST 3 ,Plaster cast
 ONE CAST 3 NARIN ," Special casting material e.g., fiberglass "
CAST BANDAGE PP BAND 4 4YD,Cast
 PHILCAST 4 MIKA ," Special casting material e.g., fiberglass "
 HYGIACAST 4 ,Cast
 ONE CAST 4 NARIN ," Special casting material e.g., fiberglass "
 NHC CAST 4 BL TECH ," Special casting material e.g., fiberglass "
 GR CAST 4 POLYESTER FIBERGLASS YOORIM CORP. ," Special casting material e.g., fiberglass "
CAST BANDAGE PP BAND 5 4YD,Cast
GR-2001 CAST 5 ,Cast
 HYGIACAST 5 ,Plaster cast
PLEURACAN CATHETER,Pleural catheter
CHEST BOTTLE A TYPE - SE-WOON ,Aspirator collection bottle
CHEST BOTTLE B TYPE HYUP SUNG ,Water seal drainage container and tubing for use with implanted chest tube
SUMP DRAIN SILICONE SE-WOON ,Sump drain
SILICONE BLAKEMORE TUBE,Sengstaken-Blakemore tube
" ALL SILICONE SENGSTAKEN-BLAKEMORE TUBE , SILICONE IN SUNG ",Sengstaken-Blakemore tube
Pouch Bag 70mm,Colostomy bag
D S BAG 40MM,Colostomy bag
" ESTEEM SYNERGY POUCH TAN, MF 514 CONVATEC LTD. "," Ostomy pouch, drainable with barrier attached, 1 piece , each "
NEW IMAGE COLOSTOMY LOCK N ROLL POUCH 70mm,Colostomy bag
SENSURA 2PC ILEOSTOMY BAG 70MM,Ileostomy bag
ONE PIECE COLOSTOMY BAG TD-S-20,Colostomy bag
ALTERNA FREE WITH HIDE-AWAY OUTLET ONE-PIECE,Colostomy bag
SENSURA 1PC ILEOSTOMY BAG 10-76MM,Ileostomy bag
ESTEEM SYNERGY WAFER - CONVATEC LTD. ," Ostomy skin barrier, with flange solid, flexible or accordion , with built-in convexity, any size, each "
COLOPLAST PLATE 60ML 6764: ,Stoma flange
NEW IMAGE FLANGE 70mm,Stoma flange
NATURA MOLDABLE DURAHESIVE WAFER 70MM,Stoma flange
Wafer Flange 70mm,Stoma flange
SUR-FIT NATURA DURAHESIVE WAFER WITH CONVEX-IT CMC ELASTOMERIC POLYMER CONVATEC ," Ostomy skin barrier, with flange solid, flexible or accordion , with built-in convexity, any size, each "
UROSTOMY COLO 2PC BASE PLATE 70 15-53MM ,Stoma flange
FIRSTCHOICE DRAINABLE POUCH 64mm,Colostomy bag
STOMAHESIVE PROTECTIVE POWDER 28.3G CONVATEC ," Ostomy skin barrier, powder, per oz "
