source_code_description,concept_name
" POWER INJECTABLE PRO-PICC CATHETER DOUBLE POLYURETHANE MEDCOMP,INC ",Peripherally inserted central catheter
" TURBO JECT PICC CATHETER SET -DOUBLE LUMEN POLYURETHANE HDPE GRAY, STAINLESS STEEL COOK INCORPORATED ",Peripherally inserted central catheter
WALKMED PCA BAG PVC MEDEX ,Patient-controlled analgesia infusion pump
HOSPIRA PCA BAG PLASTIC HOSPIRA ,Patient-controlled analgesia infusion pump
PCA-PU150 150ML BAG-POLYURETHANE TUBE-PVC WOO-YOUNG MEDICAL ,Patient-controlled analgesia infusion pump
PCA-L100 POLYCARBONATE WOO-YOUNG MEDICAL ,Patient-controlled analgesia electric infusion pump administration set
WALKMED PCA TUBING SET LINE PVC MEDEX ,Patient-controlled analgesia electric infusion pump administration set
" PAINSTOP LINE TPU, PVC, ABS UNIMEDICS ",Patient-controlled analgesia electric infusion pump administration set
INFUSOR TWO DAY 0.5MM-2C10750,Infusion pump
INFUSER P.C.M BAXTER ,Elastomeric infusion pump system
ACCUFUSER PLUS-T4015L 3DAY,Patient-controlled analgesia infusion pump
AUTOFUSER PCA SILICONE PVC ACE MEDICAL ,Patient-controlled analgesia infusion pump
ACCUFUSER OMNIBUS 300ml,Patient-controlled analgesia infusion pump
ANAPA PLUS AMBIX ANAPLUS LP1040,Patient-controlled analgesia infusion pump
PERIFIX EPIDURAL SET,Epidural catheter
EPIDURAL CATHETER SET 19G,Epidural catheter
EPIDURAL CATHETER POLY-URETHANE VIGON ,Epidural catheter
" PERIFIX SOFT TIP EPIDURAL SET POLYAMIDE,STAINLESS STEEL B.BRAUN MELSUNGEN AG ",Epidural anesthesia kit
" PORTEX EPIDURAL MINIPACK2 POLYAMIDE ,STAINLESS STEEL SMITHS MEDICAL INTERNATIONAL LIMITED ",Epidural anesthesia kit
" MA SLA JUST PTCA DILATATION CATHETER POLYAMIDE ELASTOMER PLATINUM, IRIDIUM ASAHI INTECC CO., LTD ",Coronary angioplasty balloon catheter
VOYAGER,Coronary angioplasty balloon catheter
SAPPHIRE CORONARY DILATATION CATHETER,Coronary angioplasty balloon catheter
MEO:CROSS ST MODIFIED POLYAMIDE MEO MEDICAL GMBH ,Coronary angioplasty balloon catheter
KONGOU PTCA BALLOON CATH,Coronary angioplasty balloon catheter
ULTRA PTCA BALLOON CATHETER NYLON PC A A MD ,Coronary angioplasty balloon catheter
PLEON POLYAMIDE 12 BIOTRONIK SE CO.KG ,Coronary angioplasty balloon catheter
SEQUENT II PTCA BALLOON CATH,Coronary angioplasty balloon catheter
YANGTZE PTCA BALLOON CATHETER POLYAMIDE MINVASYS SAS ,Coronary angioplasty balloon catheter
ART PTCA BALLON CATHETER POLYAMIDE AMG GMBH ,Coronary angioplasty balloon catheter
NIMBUS PTCA BALLOON CATHETER PEBAX NYLON BLEND CLEARSTREAM TECHNOLOGIES LIMITED ,Coronary angioplasty balloon catheter
SCOREFLEX CORONARY DILATATION CATHETER,Coronary angioplasty balloon catheter
JOCATH MERCURY PTCA BALLOON CATHETER,Coronary angioplasty balloon catheter
JUNG SUNG BALLOON CATHETER PEBAX JUNGSUNG MEDICAL ,Coronary angioplasty balloon catheter
ACROSS HP BALLOON CATHETER POLYAMIAD ACROSTAK ,Coronary angioplasty balloon catheter
POWERED LACROSSE PTCA BALLOON CATH,Coronary angioplasty balloon catheter
SAPPHIRE CORONARY DILATATION CATHETER POLYETHER BLOCK AMIDE ORBUSNEICH MEDICAL.B.V ,Coronary angioplasty balloon catheter
IKAZUCHI BALOON CATHETER,Coronary angioplasty balloon catheter
RYUJIN PLUS NYLON12-POLYTETRA METHYLENE GLYCOL CO-POLYMER TERUMO CORPORATION ,Perfusing coronary angioplasty balloon catheter
" HIRYU PTCA DILATATION CATHETER NYLON12, HYDROPHILIC, SILICONE TERUMO CORPORATION ",Perfusing coronary angioplasty balloon catheter
EMPIRA RX PTCA BALLOON CATHETER POLYAMIDE CREGANNA-TACTX MEDICAL ,Coronary angioplasty balloon catheter
TAZUNA PTCA DILATATION CATHETER,Coronary angioplasty balloon catheter
CUTTING PTCA BALLOON CATHETER,Cutting scoring coronary angioplasty balloon catheter
WISEGUIDE PTCA GUIDING CATHETER PEBAX PTFE SCIMED ,Coronary artery guide catheter
MULTIPURPOSE VISTA BRITE TIP G C CORDIS,Coronary artery guide catheter
MAC GUIDING CATHETER POLYURETHANE A A MEDICAL DEVICE COMPANY ,Cardiac balloon catheter
VISTA BRITE TIP GUIDING CATHETER,Intravascular guiding catheter
VISTA BRITE TIP IG INTRODUCER GUIDING CATHETER NYLON POLYURETHANE CORDIS ,Coronary artery guide catheter
MICROFERRET INFUSION CATH.MF-3.0-18-110-12-HC," Infusion injection port catheter, implantable "
PROWLER-10 INFUSION CATHETER 1.7 2.3-150,Intravascular microflow catheter
PROGREAT CATHETER,Catheter
" CROSS 1 MICRO CATHETER POLYAMIDE 12 PIOLAX MEDICAL DEVICES, INC ",Intravascular guiding catheter
MASTERS PARKWAY HF SOFT,Intravascular microflow catheter
" GATEWAY PTA BALLOON CATHETER POLYAMIDE-POLYETHER-POLYESTER,POLYCARBONATE BOSTON SCIENTIFIC CORPORATION ",Peripheral angioplasty balloon catheter
" PENUMBRA SYSTEM-REPERFUSION CATHETER PEBAX, POLYURETHANE PENUMBRA, INC ",Coronary perfusion catheter
Progreat catheter,Catheter
VISCERAL SP CATHETER 2613 3.0F-130-STR,Suprapubic catheter
" SOLITAIRE FR NITINOL MICRO THERAPEUTICS, INC ",Embolectomy thrombectomy catheter
BALLOON CATHETER FOR STONE-EXTRACTION POLYETHYLENE MTW ,Biliary stone retrieval balloon catheter
" FUSION QUATTRO EXTRACTION BALLOON PLATINUM,NYLON WILSON-COOK MEDICAL INC ",Biliary stone retrieval balloon catheter
BALLOON CATHETER 16mm,Biliary stone retrieval balloon catheter
HURRICANE RX BILIARY BALLOON DILATATION CATHETER,Balloon dilatation catheter
FUSION TITAN BILIARY DILATION BALLOON POLYETHER POLYAMIDE COPOLYMER COOK INCORPORATED ," Cholangiopancreatography catheter, single-use "
" THROMBUSTER , , KANEKA MEDIX CORP ",Embolectomy thrombectomy suction catheter
SINGLE CVP CATHETER-20G,Central venous catheter
CVP CATHETER 3lumen,Central venous catheter
EASY-SAFE CENTRAL VENOUS CATHETER TRIPLE POLYURETHANE SE-WOON ,Central venous catheter
ABLE CENTRAL VENOUS CATHETER TRIPLE,Central venous catheter
Multi-Med C.V.P Cath 3Lumen ,Central venous catheter
PRESEP CENTRAL VENOUS OXIMETRY CATHETER,Central venous catheter
LOGICAL MONITORING KIT SINGLE - SMITHS MEDICAL ," Patient monitoring system module, blood pressure, invasive "
AUTOTRANSDUCER SINGLE,Invasive blood pressure monitor
" PORTEX CSE POLYAMIDE,STAINLESS STEEL SMITH MEDICAL INTERNATIONAL LIMITED ",Anesthesia needle
RAPID INFUSION CATHETER 8.5FR,Rapid infusion catheter
" SMART EP CATHETER 10 PLATINUM IRIDIUM, POLYURETHAN THE STENDARD "," Electrophysiology cardiac catheter, reprocessed "
EP STAR ELECTROPHYSIOLOGY CATHETER 10 :PLATINUM IRIDIUM POLYETHER BLOCK AMIDE JAPAN LIFELINE CO. ," Electrophysiology cardiac catheter, reprocessed "
" FIXED CURVE DIAGNOSTIC CATHETER 10 :PLATINUM IRIDIUM POLYURETHANE BIOSENSE WEBSTER, INC "," Catheter, electrophysiology, diagnostic, other than 3d mapping 19 or fewer electrodes "
" WOVEN CATHETER 10 : PLATINUM IRIDIUM, SHAFT: POLYURETHANE BARD GLENS FALLS OPERATION,DIVISION OF C.R BARD, INC "," Electrophysiology cardiac catheter, single-use "
" LASSO 2515 NAV VARIABLE CATHETER CIRCULAR 12 22 : PLATINUM IRIDIUM POLYURETHANE BIOSENSE WEBSTER,INC "," Cardiac mapping radio-frequency ablation catheter, single-use "
SAFIRE ABLATION CATH," Cardiac mapping radio-frequency ablation catheter, single-use "
CARDIOBLATE SURGICAL ABLATION PEN," Cardiac mapping radio-frequency ablation catheter, single-use "
FINECROSS MG STAINLESS STEEL TERUMO CORPORATATION ,Coronary artery guide catheter
NAVISTAR THERMOCOOL SF NAVIGATION ABLATION CATHETER REFERENCE PATCH POLYURETHANE BIOSENSE WEBSTER ," Cardiac mapping radio-frequency ablation catheter, single-use "
HEMOSTATIC VALVE,Y connector
OKAY Y-CONNECTOR,Y connector
GUARDIAN II HEMOSTASIS VALVE POLYCARBONATE HARMAC MEDICAL PRODUCTS.INC ,Hemostasis valve
MULTI-LUMEN ACCESS CATHETER,Central venous catheter
SUPER ARROW-FLEX SHEATH 9F 16CM INTRODUCER,Catheter introducer
AVANTI TRANSRADIAL INTRODUCER 9FR 16CM POLYETHYLENE CORDIS ," Introducer sheath, other than guiding, other than intracardiac electrophysiological, laser "
ACCU-SHEATH INTRODUCER 9FR 16CM ,Catheter introducer
TERUMO INTRODUCER A90K10SQ 9F,Catheter introducer
MICRO SHEATH PTFE A A M.D ," Introducer sheath, other than guiding, other than intracardiac electrophysiological, laser "
PRELUDE SHEATH INTRODUCER 9FR 16CM ,Catheter introducer
Swan-Ganz Cath Introducer,Catheter introducer
CHECK-FLO ADULT-ARTERIAL AND VENOUS INTRODUCER 9FR 17CM-40CM RADIOPAQUE FEP COOK ,Intravascular recanalization blunt-microdissection catheter
LONG SHEATH 7F-23CM,Catheter introducer
SUPER ARROW-FLEX SHEATH INTRODUCER 8FR.X24CM,Catheter introducer
CHECK-FLO ADULT-ARTERIAL AND VENOUS INTRODUCER 10FR RADIOPAQUE FEP COOK ,Catheter introducer
HEMA INTRODUCER DIAG 10Fr ,Catheter introducer
PEEL-AWAY SHEATH HDPE LDPE NAVILYST MEDICAL INC. USA ,Catheter sheath
Peel-Away Sheath,Catheter introducer
Peel-Away Sheath," Introducer sheath, guiding, intracardiac electrophysiological, fixed-curve, peel-away "
" PEEL-AWAY INTRODUCER POLYURETHANE KENDALL, A DIVISION OF TYCO HEALTHCARE GROUP LP "," Introducer sheath, guiding, intracardiac electrophysiological, fixed-curve, peel-away "
PEEL AWAY INTRODUCER SHEATH,Catheter introducer
DORC PNEUMATIC VITRECTOME 1267TTCD,Vitrectomy system micro-cutting unit
DESILETS HOFFMAN VEIN INTRODUCER 7.0F-13CM,Catheter introducer
MULLIN SHEATH USCI 8Fr.,Catheter introducer
HANARO SPIRAL STENT INTRODUCER RADIOPAQUE TEFLON M.I.TECH ,Guide wire
YELLOW SHEATH,Catheter sheath
HIGH SPEED VITRECTOMY CUTTER STAINLESS STEEL BAUSCH LOMB ,Vitrectomy system micro-cutting unit
DORC PNEUMATIC VITRECTOME 1267NMD05,Vitrectomy system micro-cutting unit
PRE-SHEATH POLYTETRAFLUOROETHYLENE A A M.D ,Catheter sheath
" 2500CE VITREOUS CUTTER STAINLESS STEEL, PLASTIC MID LABS,INC. ",Vitrectomy system micro-cutting unit
MICRO STICK INTRODUCER,Catheter introducer
" RAPID ACCESS SHEATH HDPE ACCESS POINT TECHNOLOGIES ENPATH MEDICAL,INC ",Intravascular guiding catheter
FAST-CATH DUO HEMOSTASIS INTRODUCER 16CM POLYCARBONATE PVC SILICONE ST.JUDE MEDICAL ,Cardiac catheterization kit
TRANSSEPTAL NEEDLE BRK SERIES 18G,Transseptal needle
ENDEAVOR SPRINT,Drug-eluting coronary artery stent
COROFLEX-PLEASE,Drug-eluting coronary artery stent
CYPHER STENT,Drug-eluting coronary artery stent
ENDEAVOR SPRINT COCR ALLOY ABT-578 PHOSPHORYCHOLINECOATING MEDTRONIC IRELAND ,Drug-eluting coronary artery stent
TAXUS LIBERTE MONORAIL STENT,Drug-eluting coronary artery stent
TAXUS LIBERTE CORONARY STENT,Drug-eluting coronary artery stent
CYPHER SELECT STENT CORDIS ,Drug-eluting coronary artery stent
DESYNE NOVOLIMUS ELUTING CORONARY STENT STENT COBALT CHROMIUM ALLOY NOVOLIMUS ELIXIR MEDICAL CORPORATION ,Drug-eluting coronary artery stent
BIOMATRIX FLEX BIOLIMUS A9 ELUTING CORONARY STENT,Drug-eluting coronary artery stent
PROMUS EVEROLIMUS ELUTING CORONARY STENT SYSTEM,Drug-eluting coronary artery stent
XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT,Drug-eluting coronary artery stent
STONE BASKET 11-03-11-23-04 TW I 4b-1.8-30b ,Stone retrieval basket
BASKET SEGURA STAINLESS STEEL MEDI-TECH ,Stone retrieval basket
Stone Basket ,Stone retrieval basket
ZERO TIP NITINOL STONE RETRIEVAL BASKETS,Stone retrieval basket
N-CIRCLE NITINOL TIPLESS STONE EXTRACTOR NITINOL COOK UROLOGICAL ," Urinary stone retrieval basket, single-use "
TRAPEZOID BASKET ,Stone retrieval basket
LITHOTRIPSY BASKET STAINLESS STEEL MEDI-GLOBE GMBH ,Stone retrieval basket
EXTRACTOR BASKET STAINLESS STEEL ENDO-FLEX GMBH ," Urinary stone retrieval basket, single-use "
ADDITIONAL BASKET FOR LITHOTRIPTOR STAINLESS STEEL MTW-ENDOSKOPIE W HAAG KG ," Urinary stone retrieval basket, single-use "
UROSOFT URETERAL STENT P C TYPE 7FR-30CM,Ureteric stent
PERCUFLEX PLUS STENT 8FR 28CM,Ureteric stent
APPLIED VERTEX STENT,Ureteric stent
Endopyelotomy Stent 7 10Fr.,Ureteric stent
URETERAL STENT SET THERMAL POLYURETHANE BIOTEQUE CORPORATION ,Ureteric stent
COTTON-LEUNG BILIARY STENT CLSO-7-9 ERBD,Biliary stent
ST-2 SOEHENDRA TANNENBAUM BILIARY STENT,Biliary stent
ST-2 SOEHENDRA TANNENBAUM BILIARY STENT POLYTETRAFLUOROETHYLENE COOK IRELAND LIMITED ,Biliary stent
NITI-S TIPS STENT 10MM 60MM,Esophageal stent
ZIMMON PANCREATIC STENT,Pancreatic stent
ZIMMON PANCREATIC STENT RADIOPAQUE POLYETHYLENE COOK IRELAND LIMITED ,Pancreatic stent
WALL STENT STAINLESS STEEL SCHNEIDER ,Metal stent
SENTINOL NITINOL BILIARY STENT NITINOL BOSTON SCIENTIFIC CORPORATION ,Biliary stent
COVERED ESOPHAGUS NITINOL POLYURETHANE M.I.TECH ,Esophageal stent
NITI-S COLON STENT UNCOVER 8CM,Bare-metal colonic stent
BONASTENT FOR COLO-RECTAL,Bare-metal colonic stent
CORONARY STENT S660D S670S670D STAINLESS STEEL MEDTRONIC ,Coronary artery stent
COROFLEX CORONARY STENT,Coronary artery stent
VISION PTCA STENT GUIDANT ,Bare-metal coronary artery stent
COROFLEX BLUE CORONARY STENT,Bare-metal coronary artery stent
CORONARY STENT CORDIS,Coronary artery stent
WALLSTENT ENDOPROSTHESIS WITH UNISTEP PLUS,Vascular stent
NITI-S VASCULAR STENT 8MM 60MM,Vascular stent
RX ACCULINK CAROTID STENT SYSTEM NICKEL-TITANIUM ABBOTT VASCULAR ,Bare-metal carotid artery stent
EXPRESS VASCULAR LD PREMOUNTED STENT SYSTEM STAINLESS STEEL BOSTON SCIENTIFIC ,Vascular stent
PROTEGE RX CAROTID STENT,Carotid stent
Smart stent,Vascular stent
PALMAZ GENESIS PERIPHERAL STENT CORDIS EUROPA N.V.A JOHNSON JOHNSON CO. ,Peripheral artery stent
NEUROFORM EZ STENT SYSTEM NITINOL PTFE STRYKER NEUROVASCULAR ,Self-expanding stent
TRACER METRO GUIDE WIRE,Guide wire
PRESSURE WIRE STAINLESS STEEL PTFE COATING ST.JUDE MEDICAL SYSTEMS AB ,Intracoronary pressure guide wire
PRIMEWIRE PRESTIGE PRESSURE GUIDE WIRE 8185 8185J PLATINUM 80 IRIDIUM 20 VOLCANO CORPORATION ,Intracoronary pressure guide wire
" STANDARD PORT ACCESS INFUSION SETS STAINLESS STEEL KAWASUMI LABORATORIES CO.,LTD ",Subcutaneous injection infusion port needle
GREEN HUBER INFUSION SET STAINLESS STEEL 304 GREEN MEDICAL SUPPLY CO. LTD ,Subcutaneous injection infusion port needle
" INNO-SIGMA PORT ACCESS INFUSION SET STAINLESS STEEL SUNGWON MEDICAL CO.,LTD ",Subcutaneous injection infusion port needle
WING SET 22G,Subcutaneous injection infusion port needle
" JIVE PTCA BALLOON CATHETER POLYETHER BLOCK AMIDE SHANGHAI MICROPORT MEDICAL GROUP CO., LTD. ",Coronary angioplasty balloon catheter
" ELECTRODE - LUDLOW TECHNICAL PRODUCTS CANADA,LTD. "," Electrocardiographic electrode, single-use "
PACING ADULT PADS MULTI FUNCTION ELECTORDE ,Defibrillator electrode
DEFIBRILLATION ELECTRODE ADULT 2 PACK HYDROGEL TZ MEDICAL INC ,External defibrillator electrode
EKG PAPER A4 ,Electrocardiograph
 CD,Recordable CD
GABARITH TESTED KIT TRANSDUCER TYPE DOUBLE - BECTON DICKINSON CRITICAL CARE SYSTEMS ,Invasive blood pressure monitoring tubing set
TRANSPAC DOUBLE PVC ICU MEDICAL ,Invasive blood pressure monitoring tubing set
DILATOR RENAL,Dilator
" ENDURENT ABDOMINAL STENT GRAFT SYSTEM -CONTRALATERAL LIMB NITINOL, MULTIFILAMENT POLYESTER MEDTRONIC.INC ",Vascular stent
STANDARD COOK WIRE 200CM ANGIOGRAPHY ,Guide wire
PTFE GUIDE WIRE 200CM PTFE COATED MEDTRONIC ," Endotherapy guidewire, reusable "
TSCF-35-145-3J,Guide wire
ZIPWIRE HYDROPHILIC GUIDEWIRE 200CM NITINOL BOSTON SCIENTIFIC ," Endotherapy guidewire, reusable "
TERUMO WIRE EXCHANGE 0.038 J 260CM GA38263,Guide wire
A PLUS GUIDE WIRE 200CM ,Guide wire
" STRAIGHT BENTSON GUIDE WIRE 200CM TFE COATED STAINLESS STEEL, HYDROPHILIC COATING COOK "," Endotherapy guidewire, reusable "
DIAGNOSTIC GUIDE WIRE 200CM ,Guide wire
PMG-18 HAIR WIRE ,Guide wire
GUIDE WIRE PLATINUM MANDRIL METAL PTFE M.I.TECH ,Peripheral vascular guidewire
HAIR WIRE COPE MANDRIL G W PMG-18-NT,Guide wire
" MINI ACCESS GUIDE WIRE STAINLESS STEEL MERIT MEDICAL SYSTEMS,INC ",Peripheral vascular guidewire
" COPE MADRIL WIRE GUIDE NITINOL,STANINLESS STEEL,PLATINUM COOK INCORPORATED ",Guide wire
NITINOL WIRE WITH PLATINUM TIP,Guide wire
" RAPID ACCESS GUIDE WIRE 304 STAINLESS STEEL, NITINOL,PLATINUM ACCESS POINT TECHNOLOGIES ENPATH MEDICAL,INC ",Peripheral vascular guidewire
LUNDERQUIST-RING TORQUE GUIDE WIRE STAINLESS STEEL COOK ,Non-vascular guidewire
AMPLATZ SUPER STIFF GUIDE WIRE 038-145-J,Guide wire
AMPLATZ SUPER STIFF GUIDE WIRE 0.038-260-STR,Guide wire
ROSEN CURVED SAFE-T-J GUIDE WIRE 201CM TEFLON COATED COOK ,Guide wire
NEO S PTCA GUIDE WIRE,Guide wire
" HI-TORQUE PILOT GUIDE WIRE WITH HYDROCOAT HYDROPHILIC COATING STAINLESS STEEL, PLATINUM, NICKEL TIP ABBOTT VASCULAR CARDIAC THERAPIES ",Coronary artery catheter guidewire extension
" GALEO HYDRO GUIDE WIRE STAINLESS STEEL 304,PLATINUM TUNGSTEN HYDRO BIOC PTFE COATING BIOTRONIK SE CO.KG ",Coronary artery catheter guidewire extension
ATW G W CORDIS ,Guide wire
Transend Guide Wire all size,Guide wire
VALVE WIRE 014-175CM,Guide wire
AGILITY GUIDE WIRE 180CM STAINLESS STEEL CORDIS ,Guide wire
SV G W 180CM ,Guide wire
TRAXCESS 14 GUIDEWIRE,Guide wire
GT GUIDE WIRE 150CM,Guide wire
V-18 CONTROL WIRE GUIDEWIRE,Guide wire
ASAHI INTECC STREAMING MICRO G W,Guide wire
FATHOM GUIDE WIRE,Guide wire
GT GUIDE WIRE 180CM,Guide wire
 PTFE GUIDE WIRE 0.038 ,Guide wire
HYDRO GLIDE GUIDE WIRE STAINLESS STEEL C.R.BARD ," Endotherapy guidewire, single-use "
ZEBRA GUIDE WIRE,Guide wire
" AMPLATZ SUPER STIFF PTFE COATED GUIDEWIRE STAINLESS STEEL, TEFLON PTFE COATING BOSTON SCIENTIFIC CORPORATION ",Guide wire
" SAFE T-J GUIDE WIRE TFE COATED STAINLESS STEEL, HYDROPHILIC COATING COOK UROLOGICAL ",Non-vascular guidewire
MARFLOW TEFLON GUIDE WIRE,Guide wire
" ROADRUNNER PC HYDROPHILIC WIRE GUIDE NITINOL, HYDROPHILIC COATING COOK INCORPORATED ",Non-vascular guidewire
ARROW HEMODIALYSIS GUIDE WIRE STAINLESS STEEL ARROW ,Catheter guide wire
J Flex Guidwire 0.038 70cm ,Guide wire
LEAD WIRE ELECTRODE - LEONHARD LANG GMBH ,Lead cable
NEOTRODE AND NEOTRODE CONDUCTIVE ADHESIVE GEL W,Neonatal electrocardiographic electrode
" SOMASENSOR , ",Cerebral oximeter
SOMASENSOR POLYETHYLENE FORM ACRYLIC ADHESIVE SOMANETICS CORPORATION ,Cerebral oximeter sensor
" 242 SERIES INJ.MONOPOLAR NEEDLE ELECTRODE STAINLESS STEEL TEFLON COATING CHALGREN ENTERPRISES,INC "," Electromyographic needle electrode, single-use "
ZIMMER DERMATOME BLADE 8800-000-10,Surgical blade
LASER FILM LI-LM 14 X17 ,X-ray film
FCR 780H FILM 10X14 ,X-ray film
 FILM 14 17 ,X-ray film
 14 X 14 KONICA ,Medical x-ray film
 FILM 14 14 ,X-ray film
FILM HR 11 14 ,X-ray film
 11 X 14 KONICA ,Medical x-ray film
FILM HR 10 12 ,X-ray film
 10 X 12 KONICA ,Medical x-ray film
FILM HR 8 10 ,X-ray film
 8 X 10 KONICA ,Medical x-ray film
FILM HR 7 17 ,X-ray film
 7 X 17 KONICA ,Medical x-ray film
 1 45772852,Device
" - CARESTREAM HEALTH, INC ",Dental x-ray film
 - POLAROID ,Surgical camera film
 45759814,Device
DRYVIEW B LASER FILM 14 17 ,X-ray film
EZ VAC 100-3.2 ,Drainage bag
CLINVAC 200 - YU-SHIN ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
MED-VAC 200 - HYUP SUNG ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
EZ VAC 200-4.8JP,Drainage bag
BAROVAC-PP400M,Drainage bag
BAROVAC 400 - SE-WOON ,Closed-wound drainage reservoir suction bulb
CLINVAC 400 - YU-SHIN ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
MED-VAC 400 - HYUP SUNG ," Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each "
EASYVAC EPP400M-3.2,Wound drainage bag
SUMP DRAIN SILICONE SE-WOON ,Sump drain
CHEST BOTTLE A,Aspirator collection bottle
CHEST BOTTLE C TYPE PVC PENDA ,Water seal drainage container and tubing for use with implanted chest tube
CHEST BOTTLE A TYPE - PENDA ,Suction system bottle
URINE BAG PVC DAI YOU CHEMICAL ,Urinary collection bag
CHEST BOTTLE A type 1BOTTLE ,Aspirator collection bottle
URINE BAG 2000cc,Urinary collection bag
URINE BAG PVC BUGANG MEDIA ,Urinary collection bag
CONVEEN DRAINAGE BAG URINE BAG-1500ML,Urinary collection bag
Urine Meter,Urinary collection bag
ENDOTRACHEAL TUBE UNCUFF 5MM ,Endotracheal tube
URINE HOURLY BAG PVC HYUP SUNG MEDICAL ,Urinary collection bag
BILE BAG 400cc,Bile collection bag
BILE BAG 3-WAY PCN ,Bile collection bag
ENDOTRACHEAL TUBE WITHOUT CUFF 6.0,Endotracheal tube
ENDOTRACHEAL TUBE CUFF 5.5FR ,Endotracheal tube cuff
ENDOTRACHEAL TUBE UNCUFF 5.5FR ,Endotracheal tube
ENDOTRACHEAL TUBES REINFORCED ENDOSOFT-PLUS CUFF PVC UNOMEDICAL SDN.BHD. ,Endotracheal tube
ENDOTRACHEAL 8.5 SOFT-SEAL CUFFED TUBE,Endotracheal tube cuff
TAPERGUARD POLY VINYL CHLORIDE RESIN COVIDIEN LLC ,Endotracheal tube
" ENDOTRACHEAL TUBE RAE, NASAL CUFFED 8.0 ",Nasal RAE endotracheal tube
" ENDOTRACHEAL TUBE RAE, NASAL PVC MALLINCKRODT MEDICAL INC ",Nasal RAE endotracheal tube
NEBULIZER MASK," Aerosol mask, used with dme nebulizer "
MICROMIST NEBULIZER KIT STYRENE-BUTADIENE COPOLYMER TELEFLEX MEDICAL ,Nebulizer
DISPOSABLE NEBULIZER PEDIATRIC AEROSOL MASK WITHOUT TUBE CLEAR PLASTIC SALTER LABS ," Aerosol mask, used with dme nebulizer "
DISPOSABLE NEBULIZER PEDIATRIC AEROSOL MASK PVC SUNRISE MEDICAL ," Aerosol mask, used with dme nebulizer "
TRACHEOSTOMY TUBE UNCUFF TYPE SILICONE YU-SHIN ," Tracheostomy laryngectomy tube, non-cuffed, polyvinylchloride pvc , silicone or equal, each "
TRACHEOSTOMY TUBE PROFILE CUFFED 9.0MM," Tracheostomy laryngectomy tube, cuffed, polyvinylchloride pvc , silicone or equal, each "
" TRACOE TWIST TUBE 306 , 8.0MM ",Tracheostomy tube
ADJUSTABLE TRACHEOSTOMY TUBE 9FR,Tracheostomy tube
Trachestomy Tube 8.5," Tracheostomy laryngectomy tube, cuffed, polyvinylchloride pvc , silicone or equal, each "
SILBRONCHO 37,Endobronchial tube
" ALL SILICONE FOLEY CATHTER 2WAY SILICONE HAIYAN KANGYUAN MEDICAL INSTRUMENT CO.,LTD "," Indwelling catheter, foley type, two-way, all silicone, each "
Broncho Catheter TM 37Rt,Bronchial balloon catheter
FOLEY CATHETER SILICONE 2-WAY 8FR," Indwelling catheter, foley type, two-way, all silicone, each "
COOPDECH ENDOBRONCHIAL BLOCKER TUBE BBT-A3060,Endobronchial blocker
2-WAY FOLEY CATHETER 8FR S ," Indwelling catheter, foley type, two-way, all silicone, each "
